task_id,homology_config_id,minimum_sequence_identity,minimum_coverage,coverage_mode,cluster_mode,sequence_id,representative_sequence_id,cluster_id,amp_label,sequence_length,cluster_size,cluster_positive_count,cluster_negative_count,mixed_label_cluster
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,48c618308c6fb708010779497c6aeba73a15523592588e74737a6f816c4c308d,ef67b7e82b1bb8dea20b15f735188eb10f97d4575b04066f5f4ab2dd743a95f7,H70_004e98b022b9d9da,0,15,4,0,4,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,ef67b7e82b1bb8dea20b15f735188eb10f97d4575b04066f5f4ab2dd743a95f7,ef67b7e82b1bb8dea20b15f735188eb10f97d4575b04066f5f4ab2dd743a95f7,H70_004e98b022b9d9da,0,15,4,0,4,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,f2236c750d8502ece4cf8b560c3aab9ee8b910bbfa521eec10de4591432ddba9,ef67b7e82b1bb8dea20b15f735188eb10f97d4575b04066f5f4ab2dd743a95f7,H70_004e98b022b9d9da,0,15,4,0,4,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,586630cf3e6fbc115ec00b1af43a1ff24b7f8c9ea1bb07dbd55b729e017acf36,586630cf3e6fbc115ec00b1af43a1ff24b7f8c9ea1bb07dbd55b729e017acf36,H70_004f1d93afe149c5,0,78,1,0,1,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,144a04828e3b98055302b0ec8c47ee2312a131fc39877fc349066294705ab896,144a04828e3b98055302b0ec8c47ee2312a131fc39877fc349066294705ab896,H70_0050047a19265a9c,1,65,6,6,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,339b4788b2419946534c3bb3e86602be5caf1133414e82ea3e3d545d4b523a9c,144a04828e3b98055302b0ec8c47ee2312a131fc39877fc349066294705ab896,H70_0050047a19265a9c,1,65,6,6,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,39d30bfe1ff83490c3fd437ebce0084e84f83c65661287efe71f195c72f5230f,144a04828e3b98055302b0ec8c47ee2312a131fc39877fc349066294705ab896,H70_0050047a19265a9c,1,65,6,6,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,68237bb346e633d4024213b680b1436bbedb853c387c056ae6f683dfbef9105a,144a04828e3b98055302b0ec8c47ee2312a131fc39877fc349066294705ab896,H70_0050047a19265a9c,1,64,6,6,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,9cbafaa9d623a1cef806178ca487e738964ca929a0336151acc069d8d78cc425,144a04828e3b98055302b0ec8c47ee2312a131fc39877fc349066294705ab896,H70_0050047a19265a9c,1,67,6,6,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,d46438d8c12a206d83a6f3537c63065bec0d54ac2e57f15b660b91574b88dfc5,144a04828e3b98055302b0ec8c47ee2312a131fc39877fc349066294705ab896,H70_0050047a19265a9c,1,66,6,6,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,2a952ff17eb6b9c299dfce47bf3357b051585a95943a70e0d62fc61e4051c371,2a952ff17eb6b9c299dfce47bf3357b051585a95943a70e0d62fc61e4051c371,H70_005250bb210bb2a3,1,6,2,2,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,3ca5f9315af5bf1259dee5d86685d78c88b91584bac71f2c460a50ee3b146883,2a952ff17eb6b9c299dfce47bf3357b051585a95943a70e0d62fc61e4051c371,H70_005250bb210bb2a3,1,6,2,2,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,faf88c82ad5a5b192e2d8868e32cf5c0ad9e30b3acc765ad9c99efed02f58de3,faf88c82ad5a5b192e2d8868e32cf5c0ad9e30b3acc765ad9c99efed02f58de3,H70_0053cfdc5dccb1cf,1,10,1,1,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,7db0733bb8db9673fbb15bab587e2af3236c2a4c35971fff80d1178bc51aba43,7db0733bb8db9673fbb15bab587e2af3236c2a4c35971fff80d1178bc51aba43,H70_00577487f56b9d5d,1,9,1,1,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,0974e2c97467a93774ef1197c8b930f97d78637f96e26f53281419f95d04b612,0974e2c97467a93774ef1197c8b930f97d78637f96e26f53281419f95d04b612,H70_005799154c6f77f4,0,7,1,0,1,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,308d7f10527db7277f4d5ffa68ca28d58d7c2c7bbb3c37c61677a29070c0af25,308d7f10527db7277f4d5ffa68ca28d58d7c2c7bbb3c37c61677a29070c0af25,H70_005907c410a0752c,1,26,1,1,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,51e59dc26587eb38d0651ce2d9a6b75908ee50475f879008653c1e29eb5f5b44,51e59dc26587eb38d0651ce2d9a6b75908ee50475f879008653c1e29eb5f5b44,H70_005cecd7cff605af,0,13,1,0,1,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,224d4679717f608bfabcab17eb481e59835558bebcfbdcaa847d09adf7a33960,224d4679717f608bfabcab17eb481e59835558bebcfbdcaa847d09adf7a33960,H70_0062f40ba4aab5d5,1,46,1,1,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,a924f8e62c024fd2202c18c9918cf94978d2650206f4ff2ce5bb38ba306d717b,a924f8e62c024fd2202c18c9918cf94978d2650206f4ff2ce5bb38ba306d717b,H70_006374e90456f4ce,1,12,1,1,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,c682636641940eee83c7821466df44e2db540bd60a5aef9ac7c5f6b493c81650,c682636641940eee83c7821466df44e2db540bd60a5aef9ac7c5f6b493c81650,H70_00658b0a178e7284,1,6,1,1,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,08c6376f2af48a6eadc91d334b9c4f618ee4dbcb55dcd3f331cfd30757e9f0a3,9fa24c4aeddab6002db9cabc37a1b9f0a5437e9493dad57ca2b604a44a01036d,H70_0066722b0ab9234f,1,16,7,7,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,2d1d95f715e896feded61f3209eb5220f2a370febd0c106d873993c28b127848,9fa24c4aeddab6002db9cabc37a1b9f0a5437e9493dad57ca2b604a44a01036d,H70_0066722b0ab9234f,1,16,7,7,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,715f08ec84c7b4e9dddc5c2870537c24b4498c63043fb5c61539c34f276a468d,9fa24c4aeddab6002db9cabc37a1b9f0a5437e9493dad57ca2b604a44a01036d,H70_0066722b0ab9234f,1,16,7,7,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,9fa24c4aeddab6002db9cabc37a1b9f0a5437e9493dad57ca2b604a44a01036d,9fa24c4aeddab6002db9cabc37a1b9f0a5437e9493dad57ca2b604a44a01036d,H70_0066722b0ab9234f,1,16,7,7,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,baacdfd70105e664c96b1fc9c17c61d5a79315d987f4ad2a5db6967009465f68,9fa24c4aeddab6002db9cabc37a1b9f0a5437e9493dad57ca2b604a44a01036d,H70_0066722b0ab9234f,1,16,7,7,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,bf5bf9cf1c622715e8ad868049dfbe15db6dc7f004a8ba41aae5b5871856c475,9fa24c4aeddab6002db9cabc37a1b9f0a5437e9493dad57ca2b604a44a01036d,H70_0066722b0ab9234f,1,16,7,7,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,d20563498b5ebaed0466a280aad2a908d5a1bb79eb94638b02bbc4d8ed011086,9fa24c4aeddab6002db9cabc37a1b9f0a5437e9493dad57ca2b604a44a01036d,H70_0066722b0ab9234f,1,16,7,7,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,35ebcfb871931253e6ae7c4d14eca12954a3ef0fe499697aed62ebb389fe23a3,35ebcfb871931253e6ae7c4d14eca12954a3ef0fe499697aed62ebb389fe23a3,H70_00695f2ce17e4999,1,28,1,1,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,30a4fe5925ad9d2192f5da854748ea92ee7f8e1815f2009bc3eb45699076fd6b,30a4fe5925ad9d2192f5da854748ea92ee7f8e1815f2009bc3eb45699076fd6b,H70_006c5639ad3e96fe,0,33,1,0,1,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,330eefa472effb2315fbe4efa24a4ca3c01c345975d20920bc81cbf9e6a902cf,330eefa472effb2315fbe4efa24a4ca3c01c345975d20920bc81cbf9e6a902cf,H70_0074814b0f68a344,1,19,2,2,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,bfc239dd509503b6524270d996c320a7f3e977ac56524cbbb3208b016030042d,330eefa472effb2315fbe4efa24a4ca3c01c345975d20920bc81cbf9e6a902cf,H70_0074814b0f68a344,1,19,2,2,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,c7fe8b2d1f4b61504b32619e7d3218bfefb8d6a1da2410b078e5148465241850,c7fe8b2d1f4b61504b32619e7d3218bfefb8d6a1da2410b078e5148465241850,H70_007515cc7371e872,1,20,1,1,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,c98825c28c393e64b93985442971111947b1d08f4d555d19bf98fec654a39c26,c98825c28c393e64b93985442971111947b1d08f4d555d19bf98fec654a39c26,H70_0075f0e4ef25be56,0,28,1,0,1,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,5425ccf77d64ae0e48a97850433ca71ec22079f4b9522e9f7d67732636f6eaf6,8dbeb47b7f9d59e999536b7896d604b6d8773f95e117148ebc9b250974358d70,H70_0077c677f033a013,1,56,2,2,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,8dbeb47b7f9d59e999536b7896d604b6d8773f95e117148ebc9b250974358d70,8dbeb47b7f9d59e999536b7896d604b6d8773f95e117148ebc9b250974358d70,H70_0077c677f033a013,1,55,2,2,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,79fd63b9395cdbf2b951c7cb97c135cf21d91952e3b1d68e5d7535bec8dad35c,79fd63b9395cdbf2b951c7cb97c135cf21d91952e3b1d68e5d7535bec8dad35c,H70_0079dd7ba52af97d,0,79,1,0,1,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,3fa6effa5a9c69593bba1b69bc93609cfe6d23d7ef9066679d3f7a6fcaf277e1,3fa6effa5a9c69593bba1b69bc93609cfe6d23d7ef9066679d3f7a6fcaf277e1,H70_007ae910a216b073,1,6,1,1,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,2ba91b1f9bd388d4e8553a973b172ba79ec9cb2e2b26ffb25dad9f1cdda99197,2ba91b1f9bd388d4e8553a973b172ba79ec9cb2e2b26ffb25dad9f1cdda99197,H70_007b6d97b474c5a0,1,20,1,1,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,2ae31873285cffa2cf66a3fe38029e71538a0f7670afaed036b9284d182e140e,2ae31873285cffa2cf66a3fe38029e71538a0f7670afaed036b9284d182e140e,H70_007bcc08fb66f2ef,1,14,1,1,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,1062392a2b89cac42ea707b2b0d19d5ce184922a7b9c2295f0f76bea60fb7565,3aeeb8ad7d862416f550aea35ea0784861fa1242d79f87a9774531059470c277,H70_007c15df3618c3b1,1,29,2,2,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,3aeeb8ad7d862416f550aea35ea0784861fa1242d79f87a9774531059470c277,3aeeb8ad7d862416f550aea35ea0784861fa1242d79f87a9774531059470c277,H70_007c15df3618c3b1,1,29,2,2,0,0
amp_vs_toxic_without_amp_evidence,H70,0.7,0.9,0,1,e0952a2679f5510eeca1ad8d305063199212841e56193f3e8ac0aae8388a1971,e0952a2679f5510eeca1ad8d305063199212841e56193f3e8ac0aae8388a1971,H70_007e6c6c4a5f338a,1,7,1,1,0,0
